# R (bohr) | V (Hartree)
5	0.1261354374
5.25	0.1003711298
5.5	0.0782068284
5.75	0.0595041561
6	0.044085567
6.25	0.0316614506
6.5	0.0218626258
6.75	0.0142915118
7	0.0085612669
7.25	0.0043188167
7.5	0.0012554823
8	-0.0023347015
8.5	-0.003782462
9	-0.0040865176
10	-0.0033703166
11	-0.0023550057
12	-0.0015513944
13	-0.0009990659
15	-0.0004118579
17	-0.0001781665
20	-5.90704340766024E-005
25	-1.36664559704514E-005
30	-4.30072884682886E-006
